"freq" "length" "sex" "age"
"55" 19.1363844909163 1.40470192517443 0 14.9261281548338
"56" 58.217098176673 1.8802001042422 0 13.6534371847977
"57" 88.9539932973855 1.89954313445832 1 15.3717718058945
"58" 49.5328400543973 1.76061807459538 0 15.3585071742252
"59" 54.3090196393306 1.56910820911807 0 14.9217207479727
"60" 184.600847497436 1.88820139660247 1 14.7595165371227
"61" 211.725337752989 1.90045571229324 1 16.4890335777974
"62" 120.071835842679 1.67535270096913 1 14.1297360888735
"63" 167.12486673232 1.64457614379824 1 14.8787982520521
"64" 59.8896784885929 1.72987460969407 0 15.0674639737819
"65" 121.8784328715 1.45743162589914 1 14.1222160622321
"66" 258.94180619523 1.7690628926201 1 14.7873275859637
"67" 33.3010882895617 1.88150695435767 0 14.2829535035548
"68" 41.3170454928426 1.80191223507851 0 14.4251560975964
"69" 25.1728783878116 1.29707136706803 0 14.7263888371173
"70" 176.003950644315 1.70540953042356 1 15.4400162196202
"71" 132.006355522088 1.68005063103141 1 14.6964036837745
"72" 44.6273271959889 1.56745594202896 0 15.1150404032156
"73" 103.82268007561 1.37876780408884 1 15.9447734066903
"74" 22.2196557600342 1.58767539149081 0 15.1543165265878
"75" 136.476781447537 1.59733498446271 1 16.5277741973402
"76" 187.54164691908 1.83575331912869 1 13.9417965879056
"77" 50.5772765403521 1.57789359775684 0 13.6227763424329
"78" 53.5963550155924 1.7548289605823 0 15.7436896991999
"79" 51.6402181353509 1.84324579935037 0 14.3640917072129
"80" 45.0718998666123 1.86241215118534 0 15.1504398475271
"81" 39.1191849441762 1.61075085598907 0 14.2515680506663
"82" 53.2675629172616 1.61932192497472 0 16.1479422285381
"83" 168.672664226287 1.64398922911462 1 15.2753648052999
"84" 47.8416887294336 1.77212864804498 0 14.1113166048418
"85" 66.5865392418139 1.8458358937033 0 14.557327058731
"86" 232.699325708364 1.71075448292594 1 15.5347238824339
"87" 316.154205656864 2.04747918259898 1 15.3202128978609
"88" 257.824316641269 1.67350875679742 1 14.8952535663904
"89" 83.8000538717098 1.58952743419551 0 17.4240200468131
"90" 50.4418691407771 1.861344518269 0 16.1165515323267
"91" 32.2970732767796 1.67570825793075 0 15.3903325343633
"92" 58.9083913095245 1.88261180813353 0 15.6605889963056
"93" 42.164586707233 2.07356429190787 0 14.507987606206
"94" 152.727948552358 1.56483684361406 1 14.5288084789525
"95" 125.412656184131 1.78879663788463 1 15.1961833268155
"96" 66.5550517908945 1.7579854008337 0 15.2466467781067
"97" 135.681687103082 1.86584569588754 1 15.4147052123108
"98" 21.0608796041804 1.21604577038034 0 13.770856159796
"99" 57.9970799407771 1.459207262346 0 15.1149879749761
"100" 189.601968525945 1.63223434380214 1 14.7053346776732
